Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-05-22 00:00:00-04:00,19.188813125845737,19.29162187826067,19.109730379821656,19.210006713867188,200760000,0.0,0.0
2014-05-23 00:00:00-04:00,19.20937765042823,19.44599577453812,19.18470388416645,19.42701530456543,232209600,0.0,0.0
2014-05-27 00:00:00-04:00,19.48237566964433,19.798076582441837,19.474467562057786,19.790802001953125,348866000,0.0,0.0
2014-05-28 00:00:00-04:00,19.80313400015755,19.923657860058167,19.732275275780097,19.739551544189453,315481600,0.0,0.0
2014-05-29 00:00:00-04:00,19.861026574429044,20.146360412486434,19.858495844930356,20.099225997924805,376474000,0.0,0.0
2014-05-30 00:00:00-04:00,20.181470896567554,20.377281425087432,19.89423988627101,20.023937225341797,564020800,0.0,0.0
2014-06-02 00:00:00-04:00,20.054309599640067,20.0818300179648,19.691790173869983,19.886335372924805,369350800,0.0,0.0
2014-06-03 00:00:00-04:00,19.88032004238952,20.205511977549993,19.873677300783243,20.167551040649414,292709200,0.0,0.0
2014-06-04 00:00:00-04:00,20.164388557242123,20.494957870811092,20.12231560768817,20.397842407226562,335482000,0.0,0.0
2014-06-05 00:00:00-04:00,20.441498695257994,20.541776735642937,20.32793517026994,20.477876663208008,303805600,0.0,0.0
2014-06-06 00:00:00-04:00,20.5585434477927,20.601565849651827,20.38677482741161,20.42156982421875,349938400,0.0,0.0
2014-06-09 00:00:00-04:00,20.526904981356797,20.788196836154153,20.316543625034054,20.74833869934082,301660000,0.0,7.0
2014-06-10 00:00:00-04:00,20.97642523143657,21.04728398193477,20.719561205001916,20.870136260986328,251108000,0.0,0.0
2014-06-11 00:00:00-04:00,20.843559795752476,20.983064149621363,20.69741438861074,20.78377342224121,182724000,0.0,0.0
2014-06-12 00:00:00-04:00,20.82362421882894,20.841339319323225,20.349756261739156,20.436115264892578,218996000,0.0,0.0
2014-06-13 00:00:00-04:00,20.416193491662504,20.46933881432721,20.123900974629176,20.212474822998047,218100000,0.0,0.0
2014-06-16 00:00:00-04:00,20.263402962169085,20.537980339496485,20.25011578835592,20.41619110107422,142244000,0.0,0.0
2014-06-17 00:00:00-04:00,20.44054864300861,20.52690766917793,20.327618648421293,20.389619827270508,118904000,0.0,0.0
2014-06-18 00:00:00-04:00,20.43168855403983,20.436118174496556,20.227969937565923,20.411760330200195,134056000,0.0,0.0
2014-06-19 00:00:00-04:00,20.436120815100097,20.43833562561464,20.22575774075955,20.340904235839844,142112000,0.0,0.0
2014-06-20 00:00:00-04:00,20.33868740148689,20.493692023377815,20.128326037484165,20.13054084777832,403592000,0.0,0.0
2014-06-23 00:00:00-04:00,20.221329362163726,20.287760160888233,20.061896796749217,20.11282730102539,174776000,0.0,0.0
2014-06-24 00:00:00-04:00,20.09511149475458,20.31433041984568,19.971109143495827,19.991037368774414,156144000,0.0,0.0
2014-06-25 00:00:00-04:00,19.975543136639363,20.084045226916782,19.851540747750885,20.008758544921875,147476000,0.0,0.0
2014-06-26 00:00:00-04:00,20.01096870552495,20.16154372392766,19.884751534908368,20.128328323364258,130516000,0.0,0.0
2014-06-27 00:00:00-04:00,20.110609685092236,20.371901533203005,20.099537323714305,20.367473602294922,256116000,0.0,0.0
2014-06-30 00:00:00-04:00,20.394050366107642,20.75498850104605,20.39183555532119,20.57784080505371,197929200,0.0,0.0
2014-07-01 00:00:00-04:00,20.70848274230957,20.830271975782438,20.622123718358036,20.70848274230957,152892000,0.0,0.0
2014-07-02 00:00:00-04:00,20.785984031433383,20.82805528969458,20.61326430967897,20.69962501525879,113860000,0.0,0.0
2014-07-03 00:00:00-04:00,20.741696763439343,20.836913333445633,20.63762264164116,20.821413040161133,91567200,0.0,0.0
2014-07-07 00:00:00-04:00,20.845771498954633,21.255423567310004,20.836913946901962,21.250995635986328,225872000,0.0,0.0
2014-07-08 00:00:00-04:00,21.31742137082425,21.434782649906893,20.79705251821724,21.11370277404785,260888000,0.0,0.0
2014-07-09 00:00:00-04:00,21.133640495250948,21.24657050663313,20.9830654573357,21.122568130493164,145744000,0.0,0.0
2014-07-10 00:00:00-04:00,20.761628099661667,21.15799470012564,20.708482785269414,21.045063018798828,158744000,0.0,0.0
2014-07-11 00:00:00-04:00,21.11592147146466,21.233281082747947,21.005204602041882,21.08492088317871,136072000,0.0,0.0
2014-07-14 00:00:00-04:00,21.226639444104084,21.45471593666402,21.18013855925836,21.357284545898438,171240000,0.0,0.0
2014-07-15 00:00:00-04:00,21.43479177146166,21.44586244743375,21.042853013004063,21.10706901550293,181911600,0.0,0.0
2014-07-16 00:00:00-04:00,21.47243013368573,21.501215911827934,20.978632147949313,20.987489700317383,213585200,0.0,0.0
2014-07-17 00:00:00-04:00,21.042846039187484,21.098204468918862,20.498119293359323,20.613264083862305,229192000,0.0,0.0
2014-07-18 00:00:00-04:00,20.73062950322296,20.978634236599028,20.59776789387945,20.909990310668945,199952000,0.0,0.0
2014-07-21 00:00:00-04:00,21.033995249665114,21.03621006059984,20.75277507956194,20.801490783691406,156316000,0.0,0.0
2014-07-22 00:00:00-04:00,20.965345557840518,21.011846438265195,20.841343210041376,20.97420310974121,220788000,0.0,0.0
2014-07-23 00:00:00-04:00,21.129208089428587,21.673934913501647,21.073849651745487,21.521146774291992,371672000,0.0,0.0
2014-07-24 00:00:00-04:00,21.48793067655785,21.54993185444623,21.35064114737259,21.485715866088867,182916000,0.0,0.0
2014-07-25 00:00:00-04:00,21.445861953615005,21.665080929921427,21.399361061029143,21.627437591552734,173876000,0.0,0.0
2014-07-28 00:00:00-04:00,21.66064512634811,21.97508058447065,21.600858768864857,21.92636489868164,221272000,0.0,0.0
2014-07-29 00:00:00-04:00,21.99501194416069,22.019369788658295,21.75586311967797,21.784648895263672,172572000,0.0,0.0
2014-07-30 00:00:00-04:00,21.797936763380854,21.855508316390612,21.627431846453135,21.733720779418945,132040000,0.0,0.0
2014-07-31 00:00:00-04:00,21.51450132458186,21.578715617536417,21.1092772062797,21.169063568115234,227372000,0.0,0.0
2014-08-01 00:00:00-04:00,21.01406208502596,21.394928384889184,20.9941321701048,21.28642463684082,194044000,0.0,0.0
2014-08-04 00:00:00-04:00,21.33957270820187,21.38607359648704,21.073851174479472,21.166852951049805,159832000,0.0,0.0
2014-08-05 00:00:00-04:00,21.115918274446443,21.186776992572568,20.894484569126664,21.062774658203125,223732000,0.0,0.0
2014-08-06 00:00:00-04:00,20.98084668243055,21.1424940545623,20.97198913017898,21.027347564697266,154232000,0.0,0.0
2014-08-07 00:00:00-04:00,21.12525991064248,21.352244995689254,20.94055534568965,21.02511978149414,186844000,0.1175,0.0
2014-08-08 00:00:00-04:00,20.9761651809239,21.100784330337873,20.758079971640864,21.08298110961914,167460000,0.0,0.0
2014-08-11 00:00:00-04:00,21.2009270387046,21.38118169910782,21.105236838034106,21.36115264892578,146340000,0.0,0.0
2014-08-12 00:00:00-04:00,21.37227256524801,21.559201246173355,21.2765823982577,21.3566951751709,135180000,0.0,0.0
2014-08-13 00:00:00-04:00,21.396754070954728,21.63931655883789,21.372275069706728,21.63931655883789,127664000,0.0,0.0
2014-08-14 00:00:00-04:00,21.65934922163142,21.71275718881561,21.541405849270703,21.697179794311523,112464000,0.0,0.0
2014-08-15 00:00:00-04:00,21.786197630028898,21.850733045351625,21.55476080543293,21.804000854492188,195804000,0.0,0.0
2014-08-18 00:00:00-04:00,21.917485704992348,22.113317716949997,21.80399400476242,22.066585540771484,190288000,0.0,0.0
2014-08-19 00:00:00-04:00,22.122217889476985,22.404836755001966,22.10218884509663,22.371456146240234,277596000,0.0,0.0
2014-08-20 00:00:00-04:00,22.35143640642976,22.496082930610335,22.242392934177285,22.3803653717041,210796000,0.0,0.0
2014-08-21 00:00:00-04:00,22.380363512970987,22.4627021427257,22.277997531491707,22.38258934020996,133912000,0.0,0.0
2014-08-22 00:00:00-04:00,22.318055026079918,22.580646625454676,22.295801846026222,22.547266006469727,176736000,0.0,0.0
2014-08-25 00:00:00-04:00,22.651853805658,22.736416553998268,22.538360400347464,22.596220016479492,161080000,0.0,0.0
2014-08-26 00:00:00-04:00,22.569521534843116,22.58732475986199,22.44490235532896,22.45157814025879,132608000,0.0,0.0
2014-08-27 00:00:00-04:00,22.480502001167373,22.825432191869854,22.4092908150763,22.727516174316406,209476000,0.0,0.0
2014-08-28 00:00:00-04:00,22.60734693647344,22.87216433009399,22.600671153072685,22.754220962524414,273840000,0.0,0.0
2014-08-29 00:00:00-04:00,22.889967303004447,22.89886891337853,22.743093278544965,22.80985450744629,178380000,0.0,0.0
2014-09-02 00:00:00-04:00,22.934480565198168,23.085804591520954,22.85881940094132,22.987890243530273,214256000,0.0,0.0
2014-09-03 00:00:00-04:00,22.943378995945277,22.965632176592536,21.937520629533143,22.01763343811035,501684000,0.0,0.0
2014-09-04 00:00:00-04:00,21.9976033185742,22.273546480376297,21.761716559115047,21.835153579711914,342872000,0.0,0.0
2014-09-05 00:00:00-04:00,21.986470965264523,22.117765873685215,21.877427531909287,22.024301528930664,233828000,0.0,0.0
2014-09-08 00:00:00-04:00,22.097742943424713,22.09996707269077,21.81957398239373,21.888559341430664,185426800,0.0,0.0
2014-09-09 00:00:00-04:00,22.048781371281674,22.938921902723244,21.394527537373456,21.806217193603516,759385200,0.0,0.0
2014-09-10 00:00:00-04:00,21.810671672503357,22.500530334176855,21.75503788208116,22.476051330566406,403478400,0.0,0.0
2014-09-11 00:00:00-04:00,22.344761654905287,22.5739726536986,22.168958632090774,22.571746826171875,249412400,0.0,0.0
2014-09-12 00:00:00-04:00,22.522784864571783,22.740870083171096,22.49385590302447,22.622926712036133,250504400,0.0,0.0
2014-09-15 00:00:00-04:00,22.878836798275778,22.932246453359767,22.57396474842767,22.61624526977539,245266000,0.0,0.0
2014-09-16 00:00:00-04:00,22.209015630195168,22.53391684758599,22.00650776509179,22.444902420043945,267632400,0.0,0.0
2014-09-17 00:00:00-04:00,22.536128854917052,22.65407388420643,22.38480491883718,22.60511589050293,243706000,0.0,0.0
2014-09-18 00:00:00-04:00,22.68301025715266,22.77647462236063,22.600671631912128,22.65185546875,149197600,0.0,0.0
2014-09-19 00:00:00-04:00,22.763123839678595,22.776475407223067,22.36478566245113,22.467151641845703,283609600,0.0,0.0
2014-09-22 00:00:00-04:00,22.654080012145513,22.729741151747785,22.382586844756588,22.489402770996094,211153600,0.0,0.0
2014-09-23 00:00:00-04:00,22.387037200865382,22.907770368463403,22.373685634299058,22.84100914001465,253608800,0.0,0.0
2014-09-24 00:00:00-04:00,22.734192193604784,22.887740295665814,22.520556951260893,22.64295196533203,240687200,0.0,0.0
2014-09-25 00:00:00-04:00,22.367016728366252,22.411523095811077,21.74614322499914,21.779523849487305,400368000,0.0,0.0
2014-09-26 00:00:00-04:00,21.92638944963654,22.42041778564453,21.89746048951131,22.42041778564453,249482000,0.0,0.0
2014-09-29 00:00:00-04:00,21.95309867697718,22.351436904272013,21.948647022030364,22.277999877929688,199065200,0.0,0.0
2014-09-30 00:00:00-04:00,22.43376935219332,22.596220769040706,22.37145977788755,22.42041778564453,221056400,0.0,0.0
2014-10-01 00:00:00-04:00,22.38481678940643,22.407071669479194,21.964225362727614,22.071043014526367,205965200,0.0,0.0
2014-10-02 00:00:00-04:00,22.091062078201634,22.302471474885785,21.817344813249093,22.231260299682617,191031200,0.0,0.0
2014-10-03 00:00:00-04:00,22.12889654573964,22.300247869519257,22.039882143416712,22.16895294189453,173878400,0.0,0.0
2014-10-06 00:00:00-04:00,22.242388253338074,22.39816388185533,22.124444891828812,22.16895294189453,148204800,0.0,0.0
2014-10-07 00:00:00-04:00,22.126673419345053,22.28022323964765,21.970899469624097,21.97534942626953,168376800,0.0,0.0
2014-10-08 00:00:00-04:00,21.97757144956767,22.500528702040473,21.87742961538665,22.431543350219727,229618800,0.0,0.0
2014-10-09 00:00:00-04:00,22.596216574868453,22.7831452630892,22.38925884273363,22.480497360229492,309506000,0.0,0.0
2014-10-10 00:00:00-04:00,22.40707014412011,22.705266501334936,22.320281550733178,22.415971755981445,265326400,0.0,0.0
2014-10-13 00:00:00-04:00,22.549491396097206,22.64963155329937,22.21123695373535,22.21123695373535,214333600,0.0,0.0
2014-10-14 00:00:00-04:00,22.340306992308957,22.369235955026074,21.935293025225757,21.97534942626953,254754400,0.0,0.0
2014-10-15 00:00:00-04:00,21.80177158450047,22.064363161539738,21.180898236302326,21.70608139038086,403734400,0.0,0.0
2014-10-16 00:00:00-04:00,21.263236270517623,21.74613718416679,21.232081482398875,21.421236038208008,288618000,0.0,0.0
2014-10-17 00:00:00-04:00,21.69717957479736,22.030982337486552,21.543629760661567,21.735010147094727,272718800,0.0,0.0
2014-10-20 00:00:00-04:00,21.87966392670729,22.244621571102016,21.857410743084998,22.200115203857422,310069200,0.0,0.0
2014-10-21 00:00:00-04:00,22.925575945316716,22.925575945316716,22.53613933871977,22.80318260192871,378495600,0.0,0.0
2014-10-22 00:00:00-04:00,22.885518916915473,23.168139568772297,22.832110944853017,22.918899536132812,273052400,0.0,0.0
2014-10-23 00:00:00-04:00,23.161463926625622,23.37732334137243,23.061322068359058,23.328365325927734,284298800,0.0,0.0
2014-10-24 00:00:00-04:00,23.406248078628586,23.475233434581828,23.261599885796628,23.415149688720703,188215600,0.0,0.0
2014-10-27 00:00:00-04:00,23.33281115944773,23.473009396683015,23.299430545924636,23.390670776367188,136750800,0.0,0.0
2014-10-28 00:00:00-04:00,23.455204524506957,23.753400802612305,23.44407708818011,23.753400802612305,192243600,0.0,0.0
2014-10-29 00:00:00-04:00,23.73337662822152,23.893602225026413,23.66884122407463,23.886924743652344,210751600,0.0,0.0
2014-10-30 00:00:00-04:00,23.802364446365214,23.889153037293873,23.566477681052326,23.80681610107422,162619200,0.0,0.0
2014-10-31 00:00:00-04:00,24.036024044846677,24.042699828257796,23.85799523077677,24.033798217773438,178557200,0.0,0.0
2014-11-03 00:00:00-05:00,24.082756785105396,24.545630354176108,24.03602460233508,24.345348358154297,209130400,0.0,0.0
2014-11-04 00:00:00-05:00,24.336447463952382,24.36537642619276,23.97148990392732,24.167320251464844,166297600,0.0,0.0
2014-11-05 00:00:00-05:00,24.278591462812926,24.323099524215753,24.06273203398381,24.225183486938477,149743600,0.0,0.0
2014-11-06 00:00:00-05:00,24.272112533158918,24.314578101337414,24.09331346142375,24.294462203979492,139874000,0.1175,0.0
2014-11-07 00:00:00-05:00,24.305634236188162,24.433029216391713,24.2609349012702,24.363744735717773,134766000,0.0,0.0
2014-11-10 00:00:00-05:00,24.365980706153454,24.435266898245906,24.287756010407602,24.323516845703125,108782000,0.0,0.0
2014-11-11 00:00:00-05:00,24.294463280969023,24.529139097914832,24.22741426553498,24.517963409423828,109769200,0.0,0.0
2014-11-12 00:00:00-05:00,24.44644543860406,24.904621421527693,24.44421166485945,24.864391326904297,187769600,0.0,0.0
2014-11-13 00:00:00-05:00,24.987313077372825,25.356086896172478,24.94261203209644,25.215282440185547,238091600,0.0,0.0
2014-11-14 00:00:00-05:00,25.289042174645342,25.521482533989264,24.85545134037198,25.51924705505371,176254400,0.0,0.0
2014-11-17 00:00:00-05:00,25.539361614815764,26.212097549679577,25.32256789975279,25.476781845092773,186986800,0.0,0.0
2014-11-18 00:00:00-05:00,25.465605045167123,25.85673026786457,25.45442935673608,25.807559967041016,176896000,0.0,0.0
2014-11-19 00:00:00-05:00,25.80085927870013,25.86790830428013,25.434319148982528,25.62876319885254,167476800,0.0,0.0
2014-11-20 00:00:00-05:00,25.682403350849373,26.118227966301845,25.668992182178712,25.995302200317383,173582000,0.0,0.0
2014-11-21 00:00:00-05:00,26.263503443459268,26.27691290697795,25.93272246690806,26.031063079833984,228717200,0.0,0.0
2014-11-24 00:00:00-05:00,26.115988798284878,26.54510862137164,26.06458472534949,26.513818740844727,189803200,0.0,0.0
2014-11-25 00:00:00-05:00,26.61215864710822,26.764138793642196,26.250087846643893,26.283613204956055,275361600,0.0,0.0
2014-11-26 00:00:00-05:00,26.35960606171969,26.61886532763934,26.335020910834547,26.596515655517578,163073200,0.0,0.0
2014-11-28 00:00:00-05:00,26.656856985156725,26.685913090347,26.384188287230575,26.580867767333984,99257600,0.0,0.0
2014-12-01 00:00:00-05:00,26.55405066202343,26.652391267701443,24.868859428820393,25.71816062927246,335256000,0.0,0.0
2014-12-02 00:00:00-05:00,25.3672669931406,25.870142330009024,25.199641880851125,25.619821548461914,237395600,0.0,0.0
2014-12-03 00:00:00-05:00,25.870143590627475,26.004243345959395,25.727103624250635,25.91037368774414,172253600,0.0,0.0
2014-12-04 00:00:00-05:00,25.874606734908305,26.194211957333074,25.767327638038317,25.812026977539062,168178000,0.0,0.0
2014-12-05 00:00:00-05:00,25.923773525788516,25.943889419462927,25.622048762034495,25.7025089263916,153275600,0.0,0.0
2014-12-08 00:00:00-05:00,25.501365648075772,25.624291407216905,24.947086255442972,25.121416091918945,230659600,0.0,0.0
2014-12-09 00:00:00-05:00,24.62747718865686,25.546062759345297,24.43973621321132,25.50583267211914,240832000,0.0,0.0
2014-12-10 00:00:00-05:00,25.570645681742153,25.668984560158627,24.929199820458777,25.02083396911621,178261200,0.0,0.0
2014-12-11 00:00:00-05:00,25.090126287951346,25.434316709462763,24.88450486245037,24.947086334228516,165606800,0.0,0.0
2014-12-12 00:00:00-05:00,24.68782378477332,25.00295978182707,24.491144287185666,24.524669647216797,224112400,0.0,0.0
2014-12-15 00:00:00-05:00,24.741466559788247,24.942617041000116,23.76924122329689,24.189422607421875,268872400,0.0,0.0
2014-12-16 00:00:00-05:00,23.773713129413352,24.62077895811905,23.749127974886385,23.858642578125,243162800,0.0,0.0
2014-12-17 00:00:00-05:00,23.941334298365863,24.549253213500595,23.874283577972815,24.453149795532227,213647200,0.0,0.0
2014-12-18 00:00:00-05:00,25.002960134353494,25.177289962768555,24.732525181918504,25.177289962768555,236024800,0.0,0.0
2014-12-19 00:00:00-05:00,25.09013187018851,25.309161102045625,24.9560320968842,24.982851028442383,353719200,0.0,0.0
2014-12-22 00:00:00-05:00,25.067777547842905,25.36503145029085,25.025311973848567,25.242107391357422,180670000,0.0,0.0
2014-12-23 00:00:00-05:00,25.306916032506628,25.329265700553393,25.134820007688777,25.152700424194336,104113600,0.0,0.0
2014-12-24 00:00:00-05:00,25.161645266415444,25.19069966971009,25.034250259399414,25.034250259399414,57918400,0.0,0.0
2014-12-26 00:00:00-05:00,25.054366694291758,25.595236652807124,25.03425249909687,25.476781845092773,134884000,0.0,0.0
2014-12-29 00:00:00-05:00,25.432077917043937,25.65110707163236,25.411962020300617,25.458898544311523,110395600,0.0,0.0
2014-12-30 00:00:00-05:00,25.3985580212109,25.46113779312251,25.05660304957181,25.148237228393555,119526000,0.0,0.0
2014-12-31 00:00:00-05:00,25.215283699243308,25.284568191418085,24.63194824433077,24.66994285583496,165613600,0.0,0.0
2015-01-02 00:00:00-05:00,24.89567810125696,24.906853789267227,23.992737416519876,24.43526840209961,212818400,0.0,0.0
2015-01-05 00:00:00-05:00,24.20283542190569,24.283295625529856,23.559155498083463,23.74689483642578,257142000,0.0,0.0
2015-01-06 00:00:00-05:00,23.811702378796827,24.010617344082235,23.384816342061942,23.749122619628906,263188400,0.0,0.0
2015-01-07 00:00:00-05:00,23.959210415171157,24.18271051869018,23.847460363411642,24.082136154174805,160423600,0.0,0.0
2015-01-08 00:00:00-05:00,24.412919670621317,25.065539633507164,24.294463170734407,25.007429122924805,237458000,0.0,0.0
2015-01-09 00:00:00-05:00,25.18175945981081,25.311389945594332,24.63194933978527,25.034250259399414,214798000,0.0,0.0
2015-01-12 00:00:00-05:00,25.16611596753166,25.17282069904942,24.316816440256243,24.417390823364258,198603200,0.0,0.0
2015-01-13 00:00:00-05:00,24.904618828466912,25.2108146115068,24.3413992675524,24.634183883666992,268367600,0.0,0.0
2015-01-14 00:00:00-05:00,24.370455047152706,24.69452956245852,24.249764769027383,24.540315628051758,195826400,0.0,0.0
2015-01-15 00:00:00-05:00,24.585011325172697,24.598420785695513,23.83852179978109,23.87428092956543,240056000,0.0,0.0
2015-01-16 00:00:00-05:00,23.92122018576271,24.04414594726879,23.512214512210598,23.688779830932617,314053200,0.0,0.0
2015-01-20 00:00:00-05:00,24.102251834613377,24.35480805850783,23.80276249587022,24.298933029174805,199599600,0.0,0.0
2015-01-21 00:00:00-05:00,24.350338408120717,24.82192381741458,24.198358251971452,24.484439849853516,194303600,0.0,0.0
2015-01-22 00:00:00-05:00,24.64312592844921,25.137061033521384,24.52243564815721,25.121416091918945,215185600,0.0,0.0
2015-01-23 00:00:00-05:00,25.099063175842907,25.423137655092358,24.92696713528217,25.25104331970215,185859200,0.0,0.0
2015-01-26 00:00:00-05:00,25.420910157921476,25.55948088426705,25.210821146897555,25.277870178222656,222460000,0.0,0.0
2015-01-27 00:00:00-05:00,25.125881355205827,25.139292521000588,24.3682161368652,24.39280128479004,382274800,0.0,0.0
2015-01-28 00:00:00-05:00,26.290319313732432,26.39983560363774,25.771799087524414,25.771799087524414,585908400,0.0,0.0
2015-01-29 00:00:00-05:00,25.9975346094442,26.63898058545194,25.82767403609705,26.57416534423828,337745600,0.0,0.0
2015-01-30 00:00:00-05:00,26.46241185998684,26.82001167461428,26.115986027121572,26.185272216796875,334982000,0.0,0.0
2015-02-02 00:00:00-05:00,26.384189966592054,26.634509010807367,25.94389445538685,26.513818740844727,250956400,0.0,0.0
2015-02-03 00:00:00-05:00,26.484771826771528,26.616636116962788,26.28585679925419,26.51829719543457,207662800,0.0,0.0
2015-02-04 00:00:00-05:00,26.484762492017083,26.93399818135473,26.442296926333135,26.72167205810547,280598800,0.0,0.0
2015-02-05 00:00:00-05:00,26.93035047401881,26.97747224176189,26.757576935928608,26.91240119934082,168984800,0.1175,0.0
2015-02-06 00:00:00-05:00,26.930349614181495,26.981958270971226,26.578069645356674,26.685773849487305,174826400,0.0,0.0
2015-02-09 00:00:00-05:00,26.600508458974105,26.889959968349554,26.573581980750717,26.863035202026367,155559200,0.0,0.0
